,utt,intent,index
11747,i need to know how to spell friend,spelling,117
11748,how is friend spelled,spelling,117
11749,how is the word acquaintance spelled,spelling,117
11750,how do you spell friend,spelling,117
11751,how do i spell acquaintance,spelling,117
11752,what's the right way to spell indict,spelling,117
11753,i want to know how to correctly spell cemetery,spelling,117
11754,how do you spell mississippi,spelling,117
11755,i wish i knew how to spell mississippi,spelling,117
11756,can you remind me how to spell because,spelling,117
11757,i need to know how to spell conscience,spelling,117
11758,i need to know how to spell xylophone,spelling,117
11759,how do you spell guerrilla,spelling,117
11760,i am not sure how to spell punctuation,spelling,117
11761,i forget how to spell xylophone,spelling,117
11762,i don't know how to spell spaghetti,spelling,117
11763,i don't know how to spell threshold,spelling,117
11764,i don't know how to spell circumference,spelling,117
11765,i don't know how to spell squirrel,spelling,117
11766,i don't know how to spell mississippi,spelling,117
11767,how can i spell avocado,spelling,117
11768,tell me the complete spelling of definitely,spelling,117
11769,i'd like to know how to spell cemetary,spelling,117
11770,tell me how handkerchief is spelled,spelling,117
11771,i'd like to know how acommodate is spelled,spelling,117
11772,count the number of the letter a in happiness,spelling,117
11773,the word is happiness; how many a's can you find in that word,spelling,117
11774,"find all the ""a""s in happiness",spelling,117
11775,tell how many a's are in the word happiness,spelling,117
11776,how many a's can you find in the word happiness,spelling,117
11777,what is the correct spelling for antipathy,spelling,117
11778,how does the dictionary spell antipathy,spelling,117
11779,how do you spell antipathy,spelling,117
11780,spell antipathy for me,spelling,117
11781,can you give me a spelling for antipathy,spelling,117
11782,how do you spell superficial,spelling,117
11783,i need help spelling superficial,spelling,117
11784,i need to know how to spell superficial,spelling,117
11785,i can't figure out how to spell superficial,spelling,117
11786,what is the right way to spell superficial,spelling,117
11787,how many es are in receiving,spelling,117
11788,i don't know how to spell anethesia,spelling,117
11789,i don't know how to spell malfeasance,spelling,117
11790,i don't know how to spell theater,spelling,117
11791,i don't know how to spell apparently,spelling,117
11792,what's the proper way of spelling seance,spelling,117
11793,how many ts are in tethered,spelling,117
11794,how many cs are in acquiescence,spelling,117
11795,how many ss are in narcissism,spelling,117
11796,how do you spell sanguine,spelling,117
11797,can you help me spell facetiousness,spelling,117
11798,i don't know how to spell drought,spelling,117
11799,how man z's are in zombie,spelling,117
11800,how's everything,greeting,118
11801,how are things going,greeting,118
11802,"hello, anyone there",greeting,118
11803,are you okay right now,greeting,118
11804,are you doing okay,greeting,118
11805,how's it going right now,greeting,118
11806,ahoy hoy,greeting,118
11807,hey there!,greeting,118
11808,how is everything with you,greeting,118
11809,hey hey!,greeting,118
11810,how have you been doing,greeting,118
11811,it's nice to see you,greeting,118
11812,hello there!,greeting,118
11813,how is it going,greeting,118
11814,how are things with you,greeting,118
11815,hiya!,greeting,118
11816,what's up,greeting,118
11817,how're you doing,greeting,118
11818,it's good to see you,greeting,118
11819,is everything going okay,greeting,118
11820,how is everything going,greeting,118
11821,how goes it,greeting,118
11822,"hello, ai",greeting,118
11823,"hey, ai",greeting,118
11824,"wake up, ai",greeting,118
11825,good day,greeting,118
11826,greetings to you,greeting,118
11827,"hello, friend",greeting,118
11828,whats up with you,greeting,118
11829,hey there fellow,greeting,118
11830,whats up,greeting,118
11831,"yo, hows it going",greeting,118
11832,how are things for you,greeting,118
11833,are things going well for you,greeting,118
11834,hello siri,greeting,118
11835,hi there alexa,greeting,118
11836,"how are you doing, ai",greeting,118
11837,ai how are you doing today,greeting,118
11838,"how are you doing today, ai",greeting,118
11839,how is my ai doing,greeting,118
11840,ai how are you doing on this fine day,greeting,118
11841,heller,greeting,118
11842,so how is everything,greeting,118
11843,how are you this day,greeting,118
11844,hi how are you,greeting,118
11845,how is everything going for you,greeting,118
11846,hi how is everything,greeting,118
11847,well hello,greeting,118
11848,just wanted to say hi,greeting,118
11849,how is your day,greeting,118
11850,why hello,greeting,118
11851,are you well,greeting,118
11852,hola,greeting,118
11853,good to see you,greeting,118
11854,how've you been feeling,greeting,118
11855,how are things,greeting,118
11856,are you doing well,greeting,118
11857,good evening,greeting,118
11858,yo,greeting,118
11859,"ai, how are you feeling",greeting,118
11860,how is the ai doing,greeting,118
11861,"ai, how are you doing",greeting,118
11862,hi ai,greeting,118
11863,have you been good,greeting,118
11864,is everything ok with you,greeting,118
11865,how have you been,greeting,118
11866,are you doing ok,greeting,118
11867,how are you,greeting,118
11868,how's life,greeting,118
11869,what's up with you,greeting,118
11870,what's going on,greeting,118
11871,how's it going with you,greeting,118
11872,how's ife treating you,greeting,118
11873,hello how's it going,greeting,118
11874,how are you today,greeting,118
11875,can you tell me how you're doing today,greeting,118
11876,how are you this fine day,greeting,118
11877,how are things treating you,greeting,118
11878,aloha,greeting,118
11879,are you feeling okay,greeting,118
11880,how do you feel,greeting,118
11881,bonjour,greeting,118
11882,how are things going for you,greeting,118
11883,what do you feel like doing,greeting,118
11884,"hello, what's up",greeting,118
11885,hey how's life,greeting,118
11886,hi there,greeting,118
11887,hey how's it hanging,greeting,118
11888,tell me how you've been,greeting,118
11889,how is life treating you,greeting,118
11890,"hi there, how are things",greeting,118
11891,"hello, how are you",greeting,118
11892,"hey, how's it going",greeting,118
11893,"hello, are you doing alright",greeting,118
11894,hi! are you doing okay,greeting,118
11895,what's happening,greeting,118
11896,hey what's up,greeting,118
11897,"why, hello bandit",greeting,118
11898,"howdy, what's new",greeting,118
11899,salutations!,greeting,118
11900,make the settings go back to the original,reset_settings,119
11901,go back the the settings you had originally,reset_settings,119
11902,change settings to how they were originally,reset_settings,119
